Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Power_W,Temp_Diff_K,Strain_Load,Machine failure,UDI,Product ID,TWF,HDF,PWF,OSF,RNF
H,302.0,309.8,1280,57.3,147,7680.565719496326,7.800000000000011,8423.1,1,19413,S69412,0.0,1.0,0.0,0.0,0.0
L,298.9,310.2,2737,8.8,142,2522.238133910077,11.300000000000011,1249.6,1,19414,S69413,0.0,0.0,0.0,0.0,0.0
L,302.2,310.6,1348,48.4,161,6832.251927222986,8.400000000000034,7792.4,1,19415,S69414,1.0,0.0,0.0,0.0,0.0
M,300.4,310.2,1671,30.5,234,5337.09467955102,9.800000000000011,7137.0,1,19416,S69415,0.0,1.0,0.0,0.0,0.0
L,303.4,311.8,1366,50.9,200,7281.101741616872,8.400000000000034,10180.0,1,19417,S69416,1.0,0.0,0.0,0.0,0.0
H,302.3,310.9,1366,48.4,130,6923.483777883233,8.599999999999966,6292.0,1,19418,S69417,0.0,0.0,0.0,0.0,0.0
L,299.6,310.7,1922,23.3,205,4689.622905621675,11.099999999999966,4776.5,1,19419,S69418,0.0,0.0,1.0,0.0,0.0
L,302.4,310.3,1374,51.2,163,7366.909108961921,7.900000000000034,8345.6,1,19420,S69419,0.0,0.0,0.0,1.0,0.0
L,303.1,312.4,1404,61.5,127,9042.131975562144,9.299999999999956,7810.5,1,19421,S69420,0.0,0.0,0.0,1.0,0.0
L,303.0,311.0,1359,44.2,115,6290.285306576699,8.0,5083.0,1,19422,S69421,0.0,0.0,1.0,0.0,0.0
L,303.3,311.4,1497,46.0,234,7211.211777050011,8.099999999999966,10764.0,1,19423,S69422,0.0,0.0,0.0,0.0,0.0
H,303.6,312.2,1371,54.6,112,7838.964821090324,8.599999999999966,6115.2,1,19424,S69423,0.0,0.0,0.0,1.0,0.0
M,296.3,307.2,1319,68.3,24,9433.961883293374,10.899999999999975,1639.1999999999998,1,19425,S69424,0.0,0.0,0.0,1.0,0.0
L,302.7,312.4,1477,46.3,251,7161.270925833444,9.699999999999989,11621.3,1,19426,S69425,0.0,0.0,1.0,0.0,0.0
L,297.8,309.0,1403,64.2,0,9432.380614991069,11.199999999999989,0.0,1,19427,S69426,0.0,0.0,0.0,1.0,0.0
L,302.4,310.9,1349,46.1,148,6512.40637916101,8.5,6822.8,1,19428,S69427,0.0,0.0,0.0,1.0,0.0
M,302.3,310.9,1360,44.0,67,6266.430146360441,8.599999999999966,2948.0,1,19429,S69428,0.0,0.0,0.0,1.0,0.0
M,301.0,312.2,2710,9.7,143,2752.7682028304966,11.199999999999989,1387.1,1,19430,S69429,0.0,0.0,0.0,1.0,0.0
L,302.1,310.7,1314,52.8,8,7265.372834397899,8.599999999999966,422.4,1,19431,S69430,0.0,0.0,0.0,1.0,0.0
L,299.3,308.9,1258,69.4,119,9142.57916467292,9.599999999999966,8258.6,1,19432,S69431,0.0,1.0,0.0,0.0,0.0
L,301.8,309.7,1442,45.3,233,6840.566675779486,7.899999999999977,10554.9,1,19433,S69432,1.0,0.0,0.0,0.0,0.0
M,296.7,307.8,1258,69.0,105,9089.884183896707,11.100000000000025,7245.0,1,19434,S69433,0.0,0.0,1.0,0.0,0.0
L,303.3,311.6,1301,45.1,219,6144.442103621549,8.300000000000011,9876.9,1,19435,S69434,0.0,0.0,1.0,0.0,0.0
H,302.0,309.8,1280,57.3,147,7680.565719496326,7.800000000000011,8423.1,1,19436,S69435,0.0,0.0,1.0,1.0,0.0
M,300.7,311.7,2097,18.9,232,4150.389470584011,11.0,4384.799999999999,1,19437,S69436,0.0,0.0,0.0,1.0,0.0
L,303.4,311.8,1401,53.0,208,7775.755976900096,8.400000000000034,11024.0,1,19438,S69437,0.0,0.0,0.0,1.0,0.0
L,302.1,310.7,1325,45.1,208,6257.790766563069,8.599999999999966,9380.8,1,19439,S69438,0.0,0.0,0.0,1.0,0.0
L,301.8,309.7,1442,45.3,233,6840.566675779486,7.899999999999977,10554.9,1,19440,S69439,0.0,0.0,1.0,0.0,0.0
L,301.0,311.0,1399,58.0,190,8497.170369919433,10.0,11020.0,1,19441,S69440,0.0,0.0,1.0,1.0,0.0
L,302.4,311.9,1290,70.0,139,9456.193887305277,9.5,9730.0,1,19442,S69441,0.0,0.0,1.0,0.0,0.0
M,302.0,310.4,1212,55.6,79,7056.771082199537,8.399999999999977,4392.400000000001,1,19443,S69442,0.0,0.0,1.0,0.0,0.0
L,300.7,311.9,1335,57.1,194,7982.629853138986,11.199999999999989,11077.4,1,19444,S69443,0.0,0.0,0.0,1.0,0.0
L,301.0,310.5,1379,57.3,204,8274.609474363619,9.5,11689.2,1,19445,S69444,0.0,1.0,0.0,0.0,0.0
L,298.2,307.9,1313,67.3,67,9253.550689173224,9.699999999999989,4509.099999999999,1,19446,S69445,0.0,1.0,1.0,0.0,0.0
L,299.0,309.9,1373,55.7,201,8008.558464506613,10.899999999999975,11195.7,1,19447,S69446,0.0,1.0,0.0,0.0,0.0
M,300.3,311.7,1374,47.9,222,6892.08879529836,11.399999999999975,10633.8,1,19448,S69447,0.0,1.0,0.0,0.0,0.0
H,300.4,309.9,2563,12.8,81,3435.478174357607,9.5,1036.8,1,19449,S69448,0.0,0.0,0.0,1.0,0.0
M,302.2,310.6,1346,49.2,134,6934.877287240253,8.400000000000034,6592.8,1,19450,S69449,0.0,1.0,0.0,0.0,0.0
L,303.2,311.4,1238,54.6,226,7078.5109033623785,8.199999999999989,12339.6,1,19451,S69450,0.0,0.0,1.0,1.0,0.0
H,303.6,312.2,1371,54.6,112,7838.964821090324,8.599999999999966,6115.2,1,19452,S69451,0.0,0.0,0.0,1.0,0.0
L,302.3,310.8,1377,47.3,22,6820.617562429192,8.5,1040.6,1,19453,S69452,1.0,0.0,0.0,0.0,0.0
M,298.4,308.7,1421,60.7,119,9032.571061919718,10.300000000000011,7223.3,1,19454,S69453,0.0,0.0,0.0,1.0,0.0
L,296.9,307.8,1400,57.1,202,8371.297224265601,10.900000000000034,11534.2,1,19455,S69454,0.0,1.0,0.0,0.0,0.0
L,297.3,308.2,1396,52.7,212,7704.148608349275,10.899999999999975,11172.4,1,19456,S69455,0.0,0.0,0.0,1.0,0.0
L,301.1,310.4,1312,73.6,49,10112.074657570727,9.299999999999956,3606.4,1,19457,S69456,1.0,0.0,0.0,0.0,0.0
M,303.0,311.1,1372,54.3,117,7801.579868512606,8.100000000000023,6353.099999999999,1,19458,S69457,0.0,0.0,0.0,1.0,0.0
L,302.5,310.3,1326,58.5,55,8123.216124387127,7.800000000000011,3217.5,1,19459,S69458,0.0,0.0,0.0,1.0,0.0
L,299.2,308.5,1378,50.4,220,7272.9126567665135,9.300000000000011,11088.0,1,19460,S69459,0.0,0.0,1.0,0.0,0.0
L,301.0,310.6,1493,37.8,206,5909.901268080047,9.600000000000025,7786.799999999999,1,19461,S69460,0.0,1.0,0.0,0.0,0.0
L,300.6,311.9,1372,60.1,212,8634.89779185281,11.299999999999956,12741.2,1,19462,S69461,1.0,0.0,0.0,0.0,0.0
H,302.3,310.9,1366,48.4,130,6923.483777883233,8.599999999999966,6292.0,1,19463,S69462,1.0,0.0,1.0,1.0,0.0
M,298.0,308.7,1479,58.5,176,9060.510292585644,10.699999999999989,10296.0,1,19464,S69463,0.0,0.0,1.0,1.0,0.0
L,301.8,310.3,1341,50.5,64,7091.674176580919,8.5,3232.0,1,19465,S69464,0.0,0.0,1.0,1.0,0.0
M,303.6,311.8,1421,44.8,101,6666.543386721636,8.199999999999989,4524.799999999999,1,19466,S69465,0.0,1.0,0.0,0.0,0.0
L,300.5,309.8,1663,29.1,145,5067.734525432232,9.300000000000011,4219.5,1,19467,S69466,0.0,0.0,0.0,1.0,0.0
L,298.9,309.0,1410,65.7,191,9700.923955019922,10.100000000000025,12548.7,1,19468,S69467,0.0,1.0,0.0,0.0,0.0
L,302.5,310.2,1307,54.0,86,7390.910876835347,7.699999999999989,4644.0,1,19469,S69468,1.0,0.0,0.0,0.0,0.0
L,303.1,311.3,1336,52.6,172,7359.0341833769235,8.199999999999989,9047.2,1,19470,S69469,0.0,1.0,0.0,0.0,0.0
L,298.5,309.5,1294,66.7,12,9038.34112042681,11.0,800.4000000000001,1,19471,S69470,0.0,1.0,0.0,0.0,0.0
M,302.9,311.2,1330,53.7,200,7479.189630401221,8.300000000000011,10740.0,1,19472,S69471,0.0,1.0,0.0,0.0,0.0
M,303.0,312.2,1257,71.3,122,9385.413804819898,9.199999999999989,8698.6,1,19473,S69472,1.0,0.0,0.0,0.0,0.0
M,303.2,311.5,1336,58.2,2,8142.505503280171,8.300000000000011,116.4,1,19474,S69473,0.0,1.0,0.0,0.0,0.0
M,302.0,309.7,1386,62.7,142,9100.377103359697,7.699999999999989,8903.4,1,19475,S69474,1.0,0.0,0.0,0.0,0.0
L,301.8,309.7,1442,45.3,233,6840.566675779486,7.899999999999977,10554.9,1,19476,S69475,0.0,0.0,0.0,1.0,0.0
L,302.6,311.0,1284,68.0,114,9143.291259007734,8.399999999999977,7752.0,1,19477,S69476,0.0,0.0,1.0,0.0,0.0
H,303.6,312.2,1371,54.6,112,7838.964821090324,8.599999999999966,6115.2,1,19478,S69477,0.0,1.0,0.0,0.0,0.0
M,301.5,310.7,1336,65.6,0,9177.806890295176,9.199999999999989,0.0,1,19479,S69478,0.0,0.0,1.0,0.0,0.0
H,302.0,309.8,1280,57.3,147,7680.565719496326,7.800000000000011,8423.1,1,19480,S69479,0.0,0.0,1.0,0.0,0.0
M,303.0,312.2,1257,71.3,122,9385.413804819898,9.199999999999989,8698.6,1,19481,S69480,0.0,1.0,0.0,0.0,0.0
L,300.5,310.5,2633,12.2,17,3363.870805806783,10.0,207.4,1,19482,S69481,0.0,1.0,0.0,0.0,0.0
L,299.4,310.8,1376,53.9,215,7766.687246106734,11.400000000000034,11588.5,1,19483,S69482,0.0,1.0,0.0,0.0,0.0
L,301.2,311.6,1461,52.9,208,8093.465241957632,10.400000000000034,11003.2,1,19484,S69483,0.0,1.0,0.0,0.0,0.0
L,298.9,309.0,1410,65.7,191,9700.923955019922,10.100000000000025,12548.7,1,19485,S69484,0.0,0.0,1.0,0.0,0.0
L,302.0,311.2,1270,65.3,182,8684.514011828503,9.199999999999989,11884.6,1,19486,S69485,0.0,0.0,0.0,1.0,0.0
L,300.1,311.3,2579,12.5,64,3375.903105670032,11.199999999999989,800.0,1,19487,S69486,0.0,0.0,1.0,1.0,0.0
L,302.2,310.6,1334,53.2,159,7431.83535713611,8.400000000000034,8458.800000000001,1,19488,S69487,0.0,1.0,1.0,0.0,0.0
M,300.8,309.4,1342,62.4,113,8769.316069524404,8.599999999999966,7051.2,1,19489,S69488,0.0,1.0,0.0,0.0,0.0
L,300.8,310.6,1577,37.9,227,6258.92173991836,9.800000000000011,8603.3,1,19490,S69489,0.0,1.0,0.0,0.0,0.0
M,303.4,312.6,2706,9.8,65,2777.042242067233,9.200000000000044,637.0,1,19491,S69490,0.0,1.0,0.0,0.0,0.0
L,302.6,310.9,1331,52.0,154,7247.863691341891,8.299999999999955,8008.0,1,19492,S69491,0.0,0.0,0.0,1.0,0.0
M,303.4,311.8,1316,50.9,69,7014.589964837337,8.400000000000034,3512.1,1,19493,S69492,0.0,0.0,0.0,1.0,0.0
L,302.5,310.3,1326,58.5,55,8123.216124387127,7.800000000000011,3217.5,1,19494,S69493,0.0,1.0,0.0,0.0,0.0
H,304.0,313.2,1271,68.6,161,9130.578280736208,9.199999999999989,11044.6,1,19495,S69494,0.0,0.0,0.0,1.0,0.0
L,302.4,310.9,1349,46.1,148,6512.40637916101,8.5,6822.8,1,19496,S69495,0.0,0.0,1.0,0.0,0.0
L,303.2,311.4,1349,51.1,9,7218.741127443115,8.199999999999989,459.9,1,19497,S69496,0.0,1.0,0.0,0.0,0.0
L,297.0,307.8,1316,61.2,200,8434.045301533302,10.800000000000011,12240.0,1,19498,S69497,1.0,0.0,0.0,0.0,0.0
M,302.6,311.0,1329,48.6,111,6763.786151325753,8.399999999999977,5394.6,1,19499,S69498,0.0,0.0,1.0,0.0,0.0
M,295.8,306.3,1235,76.2,89,9854.861995045823,10.5,6781.8,1,19500,S69499,0.0,0.0,1.0,0.0,0.0
L,303.8,313.1,2497,13.0,5,3399.307970939276,9.300000000000011,65.0,1,19501,S69500,0.0,0.0,0.0,1.0,0.0
M,303.4,311.4,1307,54.0,44,7390.910876835347,8.0,2376.0,1,19502,S69501,0.0,1.0,0.0,0.0,0.0
L,300.5,310.5,2633,12.2,17,3363.870805806783,10.0,207.4,1,19503,S69502,0.0,1.0,0.0,0.0,0.0
L,302.2,310.6,1348,48.4,161,6832.251927222986,8.400000000000034,7792.4,1,19504,S69503,0.0,0.0,0.0,1.0,0.0
L,301.4,309.9,1259,63.9,20,8424.714771352139,8.5,1278.0,1,19505,S69504,0.0,1.0,0.0,0.0,0.0
M,296.7,307.8,1258,69.0,105,9089.884183896707,11.100000000000025,7245.0,1,19506,S69505,0.0,0.0,0.0,1.0,0.0
L,298.5,309.5,1385,46.3,203,6715.206656925742,11.0,9398.9,1,19507,S69506,0.0,0.0,0.0,1.0,0.0
L,302.4,310.2,1331,45.5,53,6341.880729924155,7.800000000000011,2411.5,1,19508,S69507,0.0,0.0,0.0,1.0,0.0
L,299.2,308.5,1378,50.4,220,7272.9126567665135,9.300000000000011,11088.0,1,19509,S69508,1.0,0.0,0.0,0.0,0.0
L,302.2,310.6,1346,47.5,109,6695.257543575447,8.400000000000034,5177.5,1,19510,S69509,1.0,0.0,0.0,0.0,0.0
L,300.5,309.3,1417,51.5,231,7641.976489734731,8.800000000000011,11896.5,1,19511,S69510,0.0,1.0,0.0,0.0,0.0
L,299.1,309.8,1398,55.4,217,8110.461258213553,10.699999999999989,12021.8,1,19512,S69511,1.0,0.0,0.0,0.0,0.0
H,302.8,312.4,1411,53.8,246,7949.465106692587,9.599999999999966,13234.8,1,19513,S69512,1.0,0.0,0.0,0.0,0.0
M,303.0,312.2,1257,71.3,122,9385.413804819898,9.199999999999989,8698.6,1,19514,S69513,0.0,0.0,1.0,1.0,0.0
H,303.6,312.2,1371,54.6,112,7838.964821090324,8.599999999999966,6115.2,1,19515,S69514,0.0,1.0,0.0,0.0,0.0
M,295.8,306.3,1235,76.2,89,9854.861995045823,10.5,6781.8,1,19516,S69515,0.0,0.0,0.0,0.0,0.0
L,301.5,310.9,2760,8.0,15,2312.212193042088,9.399999999999975,120.0,1,19517,S69516,0.0,0.0,1.0,0.0,0.0
L,298.0,308.3,1362,56.8,216,8101.28780766507,10.300000000000011,12268.8,1,19518,S69517,0.0,0.0,0.0,1.0,0.0
M,298.1,308.2,1420,63.9,19,9502.061140047686,10.099999999999966,1214.1,1,19519,S69518,0.0,0.0,1.0,0.0,0.0
L,301.0,310.5,1379,57.3,204,8274.609474363619,9.5,11689.2,1,19520,S69519,0.0,1.0,0.0,0.0,0.0
L,301.7,309.9,1317,49.0,187,6757.879957137005,8.199999999999989,9163.0,1,19521,S69520,0.0,1.0,0.0,0.0,0.0
L,303.0,311.3,1365,56.2,146,8033.36657449446,8.300000000000011,8205.2,1,19522,S69521,0.0,0.0,1.0,0.0,0.0
L,303.1,312.4,1404,61.5,127,9042.131975562144,9.299999999999956,7810.5,1,19523,S69522,0.0,0.0,0.0,1.0,0.0
L,301.9,310.5,1340,55.7,204,7816.073082621166,8.600000000000023,11362.8,1,19524,S69523,0.0,1.0,0.0,0.0,0.0
H,296.9,307.8,1549,35.8,206,5807.150244356637,10.900000000000034,7374.799999999999,1,19525,S69524,0.0,1.0,0.0,0.0,0.0
M,301.6,310.6,1309,65.8,75,9019.742891917558,9.0,4935.0,1,19526,S69525,0.0,0.0,1.0,1.0,0.0
L,297.0,308.1,1362,52.5,213,7487.986089831272,11.100000000000025,11182.5,1,19527,S69526,0.0,1.0,0.0,0.0,0.0
M,298.9,308.2,1372,63.6,30,9137.762055937415,9.300000000000011,1908.0,1,19528,S69527,1.0,0.0,0.0,0.0,0.0
L,303.7,312.1,1363,51.8,90,7393.570758615387,8.400000000000034,4662.0,1,19529,S69528,0.0,1.0,0.0,0.0,0.0
L,299.6,310.9,1229,65.2,209,8391.277753542434,11.299999999999956,13626.8,1,19530,S69529,0.0,1.0,0.0,0.0,0.0
H,302.3,310.9,1366,48.4,130,6923.483777883233,8.599999999999966,6292.0,1,19531,S69530,0.0,1.0,0.0,0.0,0.0
M,298.8,310.1,1243,74.5,194,9697.415843223414,11.300000000000011,14453.0,1,19532,S69531,0.0,1.0,0.0,0.0,0.0
M,303.0,311.3,1335,53.6,164,7493.326797342375,8.300000000000011,8790.4,1,19533,S69532,0.0,1.0,0.0,0.0,0.0
L,300.5,309.8,1379,54.2,207,7826.942993202587,9.300000000000011,11219.4,1,19534,S69533,0.0,0.0,1.0,0.0,0.0
M,303.0,312.2,1257,71.3,122,9385.413804819898,9.199999999999989,8698.6,1,19535,S69534,0.0,0.0,0.0,1.0,0.0
M,301.5,310.4,2639,12.0,21,3316.265205129386,8.899999999999977,252.0,1,19536,S69535,0.0,0.0,1.0,0.0,0.0
L,297.0,307.8,1385,56.4,202,8180.078951417104,10.800000000000011,11392.8,1,19537,S69536,0.0,0.0,0.0,1.0,0.0
L,299.5,308.7,2549,13.0,179,3470.0985254001657,9.199999999999989,2327.0,1,19538,S69537,0.0,0.0,0.0,1.0,0.0
L,296.9,307.8,1400,57.1,202,8371.297224265601,10.900000000000034,11534.2,1,19539,S69538,0.0,0.0,0.0,1.0,0.0
L,297.2,308.1,1431,49.7,210,7447.742287938787,10.900000000000034,10437.0,1,19540,S69539,1.0,0.0,0.0,0.0,0.0
M,298.1,308.2,1420,63.9,19,9502.061140047686,10.099999999999966,1214.1,1,19541,S69540,1.0,0.0,1.0,1.0,0.0
L,297.2,308.1,1431,49.7,210,7447.742287938787,10.900000000000034,10437.0,1,19542,S69541,0.0,0.0,1.0,0.0,0.0
L,299.1,310.2,1317,54.8,231,7557.792278594037,11.099999999999966,12658.8,1,19543,S69542,0.0,0.0,1.0,0.0,0.0
L,302.3,310.9,1379,49.3,34,7119.341135883533,8.599999999999966,1676.1999999999998,1,19544,S69543,1.0,0.0,0.0,0.0,0.0
L,298.9,309.1,2861,4.6,143,1378.1748092277942,10.200000000000044,657.8,1,19545,S69544,0.0,1.0,0.0,0.0,0.0
L,299.1,309.8,1398,55.4,217,8110.461258213553,10.699999999999989,12021.8,1,19546,S69545,0.0,1.0,0.0,0.0,0.0
L,302.5,310.9,1330,56.9,97,7924.876908190492,8.399999999999977,5519.3,1,19547,S69546,0.0,1.0,0.0,0.0,0.0
M,302.9,311.2,1330,53.7,200,7479.189630401221,8.300000000000011,10740.0,1,19548,S69547,0.0,0.0,1.0,0.0,0.0
L,302.1,310.7,1314,52.8,8,7265.372834397899,8.599999999999966,422.4,1,19549,S69548,0.0,1.0,0.0,0.0,0.0
L,301.8,310.6,2672,11.8,124,3301.771991020825,8.800000000000011,1463.2,1,19550,S69549,0.0,1.0,0.0,0.0,0.0
L,300.4,311.8,1272,59.2,198,7885.648887922668,11.400000000000034,11721.6,1,19551,S69550,0.0,0.0,0.0,1.0,0.0
L,300.5,310.5,2633,12.2,17,3363.870805806783,10.0,207.4,1,19552,S69551,0.0,0.0,1.0,0.0,0.0
L,297.8,309.0,1403,64.2,0,9432.380614991069,11.199999999999989,0.0,1,19553,S69552,0.0,1.0,1.0,0.0,0.0
M,302.4,310.5,1372,45.7,144,6565.970533904717,8.100000000000023,6580.8,1,19554,S69553,0.0,0.0,1.0,1.0,0.0
L,298.4,308.2,1282,60.7,216,8149.019072048613,9.800000000000011,13111.2,1,19555,S69554,0.0,1.0,0.0,0.0,0.0
M,302.2,310.6,1355,51.5,126,7307.606311637658,8.400000000000034,6489.0,1,19556,S69555,1.0,0.0,0.0,0.0,0.0
L,302.7,310.5,1351,41.8,10,5913.713067166402,7.800000000000011,418.0,1,19557,S69556,0.0,1.0,0.0,0.0,0.0
L,302.4,311.9,1290,70.0,139,9456.193887305277,9.5,9730.0,1,19558,S69557,1.0,0.0,0.0,0.0,0.0
M,295.8,306.3,1235,76.2,89,9854.861995045823,10.5,6781.8,1,19559,S69558,0.0,1.0,0.0,0.0,0.0
L,302.0,310.8,1615,29.0,235,4904.549731029266,8.800000000000011,6815.0,1,19560,S69559,0.0,0.0,0.0,1.0,0.0
L,299.2,309.1,1345,60.7,191,8549.477887601703,9.900000000000034,11593.7,1,19561,S69560,1.0,0.0,0.0,0.0,0.0
L,301.0,310.5,1379,57.3,204,8274.609474363619,9.5,11689.2,1,19562,S69561,0.0,0.0,0.0,1.0,0.0
L,298.2,307.9,1313,67.3,67,9253.550689173224,9.699999999999989,4509.099999999999,1,19563,S69562,0.0,0.0,0.0,1.0,0.0
L,297.4,308.7,2874,4.2,118,1264.0512200983892,11.300000000000011,495.6,1,19564,S69563,0.0,0.0,0.0,1.0,0.0
L,301.7,309.9,1317,49.0,187,6757.879957137005,8.199999999999989,9163.0,1,19565,S69564,0.0,0.0,1.0,0.0,0.0
L,303.1,312.4,1404,61.5,127,9042.131975562144,9.299999999999956,7810.5,1,19566,S69565,0.0,1.0,0.0,0.0,0.0
H,300.5,309.8,1324,72.8,159,10093.64398066967,9.300000000000011,11575.2,1,19567,S69566,0.0,1.0,0.0,0.0,0.0
M,300.5,311.1,1296,61.3,202,8319.440001530345,10.600000000000025,12382.6,1,19568,S69567,0.0,1.0,0.0,0.0,0.0
L,300.3,310.3,1362,60.3,206,8600.48688032049,10.0,12421.8,1,19569,S69568,0.0,1.0,0.0,0.0,0.0
L,299.2,309.1,1345,60.7,191,8549.477887601703,9.900000000000034,11593.7,1,19570,S69569,0.0,0.0,0.0,1.0,0.0
L,302.2,310.6,1346,47.5,109,6695.257543575447,8.400000000000034,5177.5,1,19571,S69570,0.0,0.0,0.0,1.0,0.0
L,297.2,308.1,1431,49.7,210,7447.742287938787,10.900000000000034,10437.0,1,19572,S69571,0.0,1.0,0.0,0.0,0.0
L,301.7,310.9,1405,46.4,207,6826.89027576086,9.199999999999989,9604.8,1,19573,S69572,0.0,1.0,0.0,1.0,0.0
M,298.0,308.7,1479,58.5,176,9060.510292585644,10.699999999999989,10296.0,1,19574,S69573,0.0,1.0,0.0,0.0,0.0
H,302.7,310.8,1275,55.0,25,7343.4728277661425,8.100000000000023,1375.0,1,19575,S69574,0.0,0.0,1.0,1.0,0.0
L,298.6,309.8,2271,16.2,218,3852.6607348033062,11.199999999999989,3531.6,1,19576,S69575,0.0,1.0,0.0,0.0,0.0
H,300.3,309.9,1394,46.7,210,6817.235114338828,9.599999999999966,9807.0,1,19577,S69576,0.0,1.0,0.0,0.0,0.0
M,301.6,310.6,1309,65.8,75,9019.742891917558,9.0,4935.0,1,19578,S69577,1.0,0.0,0.0,0.0,0.0
L,298.0,308.7,1268,69.4,189,9215.254674725966,10.699999999999989,13116.6,1,19579,S69578,0.0,1.0,0.0,0.0,0.0
M,302.3,310.9,1360,44.0,67,6266.430146360441,8.599999999999966,2948.0,1,19580,S69579,0.0,0.0,1.0,1.0,0.0
L,302.7,310.7,1369,47.5,11,6809.663876043676,8.0,522.5,1,19581,S69580,0.0,0.0,1.0,0.0,0.0
L,303.4,311.7,1295,51.3,51,6956.899851741918,8.300000000000011,2616.3,1,19582,S69581,0.0,1.0,0.0,0.0,0.0
L,297.6,309.6,1501,49.8,222,7827.780751243544,12.0,11055.6,1,19583,S69582,0.0,1.0,0.0,0.0,0.0
H,300.5,309.9,1397,45.9,210,6714.871553709359,9.399999999999975,9639.0,1,19584,S69583,0.0,0.0,1.0,0.0,0.0
L,301.9,310.5,1340,55.7,204,7816.073082621166,8.600000000000023,11362.8,1,19585,S69584,0.0,1.0,0.0,0.0,0.0
L,300.7,311.8,1336,58.4,189,8170.486621848143,11.100000000000025,11037.6,1,19586,S69585,0.0,1.0,0.0,0.0,0.0
L,300.7,311.8,1336,58.4,189,8170.486621848143,11.100000000000025,11037.6,1,19587,S69586,1.0,0.0,0.0,0.0,0.0
L,298.3,308.0,2886,3.8,57,1148.4406104462846,9.699999999999989,216.6,1,19588,S69587,0.0,0.0,0.0,1.0,0.0
M,298.7,310.1,1402,69.7,64,10233.151638440082,11.400000000000034,4460.8,1,19589,S69588,0.0,1.0,0.0,1.0,0.0
H,302.6,311.5,1629,34.4,228,5868.243749493446,8.899999999999977,7843.2,1,19590,S69589,0.0,1.0,0.0,0.0,0.0
H,302.3,310.9,1366,48.4,130,6923.483777883233,8.599999999999966,6292.0,1,19591,S69590,0.0,1.0,0.0,1.0,0.0
L,299.1,309.8,1398,55.4,217,8110.461258213553,10.699999999999989,12021.8,1,19592,S69591,0.0,0.0,1.0,1.0,0.0
M,300.7,309.6,1996,19.8,203,4138.6084981330505,8.900000000000034,4019.4,1,19593,S69592,0.0,0.0,0.0,1.0,0.0
L,298.5,309.5,1294,66.7,12,9038.34112042681,11.0,800.4000000000001,1,19594,S69593,0.0,1.0,0.0,0.0,0.0
M,299.7,309.3,1399,41.9,221,6138.473077579728,9.600000000000025,9259.9,1,19595,S69594,0.0,0.0,0.0,1.0,0.0
L,302.7,312.2,1450,52.1,213,7911.0539005146975,9.5,11097.3,1,19596,S69595,0.0,1.0,0.0,0.0,0.0
H,300.4,309.9,2563,12.8,81,3435.478174357607,9.5,1036.8,1,19597,S69596,0.0,1.0,0.0,0.0,0.0
L,303.4,311.8,1366,50.9,200,7281.101741616872,8.400000000000034,10180.0,1,19598,S69597,0.0,0.0,0.0,1.0,0.0
L,300.6,310.7,1438,48.5,78,7303.469881310432,10.099999999999966,3783.0,1,19599,S69598,0.0,1.0,0.0,0.0,0.0
H,303.6,312.2,1371,54.6,112,7838.964821090324,8.599999999999966,6115.2,1,19600,S69599,0.0,1.0,0.0,0.0,0.0
L,300.8,310.1,1405,61.2,189,9004.432863719067,9.300000000000011,11566.8,1,19601,S69600,0.0,1.0,0.0,0.0,0.0
L,298.9,309.8,1287,61.9,216,8342.530707534232,10.900000000000034,13370.4,1,19602,S69601,0.0,0.0,1.0,0.0,0.0
L,301.0,311.0,1399,58.0,190,8497.170369919433,10.0,11020.0,1,19603,S69602,0.0,0.0,1.0,0.0,0.0
L,298.5,309.5,1385,46.3,203,6715.206656925742,11.0,9398.9,1,19604,S69603,1.0,0.0,0.0,0.0,0.0
M,300.7,309.6,1996,19.8,203,4138.6084981330505,8.900000000000034,4019.4,1,19605,S69604,0.0,0.0,0.0,1.0,0.0
L,302.2,310.6,1346,47.5,109,6695.257543575447,8.400000000000034,5177.5,1,19606,S69605,1.0,0.0,0.0,0.0,0.0
L,303.0,311.2,1374,48.2,65,6935.254278358684,8.199999999999989,3133.0,1,19607,S69606,0.0,0.0,1.0,0.0,0.0
L,300.6,310.7,1438,48.5,78,7303.469881310432,10.099999999999966,3783.0,1,19608,S69607,0.0,1.0,0.0,0.0,0.0
L,297.3,308.1,1615,35.4,217,5986.9331199460685,10.800000000000011,7681.799999999999,1,19609,S69608,0.0,0.0,1.0,0.0,0.0
L,298.5,309.5,1385,46.3,203,6715.206656925742,11.0,9398.9,1,19610,S69609,0.0,0.0,0.0,1.0,0.0
M,303.6,312.8,2659,11.4,26,3174.3280490401985,9.199999999999989,296.40000000000003,1,19611,S69610,0.0,0.0,0.0,1.0,0.0
L,303.1,312.4,1404,61.5,127,9042.131975562144,9.299999999999956,7810.5,1,19612,S69611,0.0,1.0,0.0,0.0,0.0
L,299.1,310.1,1435,48.8,229,7333.315011519534,11.0,11175.2,1,19613,S69612,0.0,0.0,1.0,0.0,0.0
H,300.6,309.4,1380,47.6,246,6878.831274300212,8.799999999999955,11709.6,1,19614,S69613,0.0,0.0,0.0,1.0,0.0
